epoch,train/box_loss,train/cls_loss,train/obj_loss,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,x/lr0
16,0.7088489463068035,0.7088489463068035,0.0,0.6822857140907755,0.6822857140907755,0.6822857140907755,0.6481714283862368,0.001
17,0.6820870941360248,0.6820870941360248,0.0,0.6848571426614695,0.6848571426614695,0.6848571426614695,0.650614285528396,0.001
18,0.667506800122457,0.667506800122457,0.0,0.6931428569448164,0.6931428569448164,0.6931428569448164,0.6584857140975755,0.001
19,0.6451348078577486,0.6451348078577486,0.0,0.7022857140850612,0.7022857140850612,0.7022857140850612,0.6671714283808081,0.001
20,0.646326740991035,0.646326740991035,0.0,0.6979999998005715,0.6979999998005715,0.6979999998005715,0.6630999998105429,0.001
21,0.6315552661680195,0.6315552661680195,0.0,0.7002857140856327,0.7002857140856327,0.7002857140856327,0.665271428381351,0.001
22,0.6115665925692205,0.6115665925692205,0.0,0.7102857140827755,0.7102857140827755,0.7102857140827755,0.6747714283786367,0.001
23,0.6037353381990842,0.6037353381990842,0.0,0.7142857140816327,0.7142857140816327,0.7142857140816327,0.678571428377551,0.001
24,0.5962970647365535,0.5962970647365535,0.0,0.713999999796,0.713999999796,0.713999999796,0.6782999998062,0.001
25,0.5769196088047333,0.5769196088047333,0.0,0.7274285712207347,0.7274285712207347,0.7274285712207347,0.6910571426596979,0.001
26,0.5636576527057717,0.5636576527057717,0.0,0.7242857140787755,0.7242857140787755,0.7242857140787755,0.6880714283748367,0.001
27,0.5665159006369168,0.5665159006369168,0.0,0.7254285712213061,0.7254285712213061,0.7254285712213061,0.6891571426602408,0.001
28,0.5486079160481283,0.5486079160481283,0.0,0.7414285712167347,0.7414285712167347,0.7414285712167347,0.7043571426558979,0.001
29,0.548486677819191,0.548486677819191,0.0,0.7379999997891429,0.7379999997891429,0.7379999997891429,0.7010999997996857,0.001
30,0.5295045582671144,0.5295045582671144,0.0,0.7371428569322449,0.7371428569322449,0.7371428569322449,0.7002857140856327,0.001
31,0.5177341634280062,0.5177341634280062,0.0,0.7471428569293878,0.7471428569293878,0.7471428569293878,0.7097857140829184,0.001
32,0.5053617871243116,0.5053617871243116,0.0,0.7548571426414694,0.7548571426414694,0.7548571426414694,0.7171142855093959,0.001
33,0.5120887312714912,0.5120887312714912,0.0,0.7528571426420408,0.7528571426420408,0.7528571426420408,0.7152142855099388,0.001
34,0.5012738126325825,0.5012738126325825,0.0,0.7522857140707755,0.7522857140707755,0.7522857140707755,0.7146714283672366,0.001
35,0.5098480930611423,0.5098480930611423,0.0,0.7579999997834286,0.7579999997834286,0.7579999997834286,0.7200999997942571,0.001
36,0.5023040051601794,0.5023040051601794,0.0,0.7619999997822857,0.7619999997822857,0.7619999997822857,0.7238999997931714,0.001
37,0.4910349108312772,0.4910349108312772,0.0,0.7697142854943674,0.7697142854943674,0.7697142854943674,0.731228571219649,0.001
38,0.4863129017968156,0.4863129017968156,0.0,0.7654285712098776,0.7654285712098776,0.7654285712098776,0.7271571426493837,0.001
39,0.4887172603579961,0.4887172603579961,0.0,0.7705714283512654,0.7705714283512654,0.7705714283512654,0.7320428569337021,0.001
40,0.47340575609032964,0.47340575609032964,0.0,0.7739999997788571,0.7739999997788571,0.7739999997788571,0.7352999997899142,0.001
41,0.4794078826496046,0.4794078826496046,0.0,0.7785714283489796,0.7785714283489796,0.7785714283489796,0.7396428569315306,0.001
42,0.4675185363994886,0.4675185363994886,0.0,0.7788571426346123,0.7788571426346123,0.7788571426346123,0.7399142855028816,0.001
43,0.46243397238319867,0.46243397238319867,0.0,0.7759999997782857,0.7759999997782857,0.7759999997782857,0.7371999997893713,0.001
44,0.45536478836786803,0.45536478836786803,0.0,0.7797142854915102,0.7797142854915102,0.7797142854915102,0.7407285712169347,0.001
45,0.4560586644770348,0.4560586644770348,0.0,0.7834285712047347,0.7834285712047347,0.7834285712047347,0.7442571426444979,0.001
46,0.45776916271475354,0.45776916271475354,0.0,0.7857142854897959,0.7857142854897959,0.7857142854897959,0.7464285712153061,0.001
47,0.4550510736088775,0.4550510736088775,0.0,0.7891428569173878,0.7891428569173878,0.7891428569173878,0.7496857140715184,0.001
48,0.44924391874167474,0.44924391874167474,0.0,0.7937142854875102,0.7937142854875102,0.7937142854875102,0.7540285712131347,0.001
49,0.45009853735089844,0.45009853735089844,0.0,0.7948571426300408,0.7948571426300408,0.7948571426300408,0.7551142854985388,0.001
50,0.44098637501398724,0.44098637501398724,0.0,0.7899999997742857,0.7899999997742857,0.7899999997742857,0.7504999997855714,0.001
